"ai_id","Gerai Rak","Motor Bak Roda 3","Truk","AC","APAR","CCTV","Internet","Software Kasir","Kasir","Mebel","Pickup 4x4","Printer","Keranjang Belanja","Seragam KDKMP","Pallet","Brankas","Starlink"
"779","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","TRANSIT","",""
"780","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"781","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","TRANSIT","",""
"782","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"783","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","TRANSIT","",""
"784","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"785","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"786","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"787","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","TRANSIT","",""
"788","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","TRANSIT","",""
"789","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","TRANSIT","",""
"790","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","TRANSIT","",""
"791","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"792","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"793","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"794","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"795","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"796","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"797","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","TRANSIT","",""
"798","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","TRANSIT","",""
"799","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","TRANSIT","",""
"800","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","","","TRANSIT","",""
"801","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"802","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"803","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","TIBA DILOKASI","PENGIRIMAN","","","TRANSIT","",""
"804","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","TIBA DILOKASI","PENGIRIMAN","","","TRANSIT","",""
"805","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"806","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"807","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"808","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"809","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"810","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","TIBA DILOKASI","PENGIRIMAN","","","TRANSIT","",""
"811","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"812","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"813","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"814","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"815","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"816","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"817","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","TIBA DILOKASI","PENGIRIMAN","","","TRANSIT","",""
"818","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","",""
"819","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"820","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"821","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"822","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TRANSIT","TIBA DILOKASI","PENGIRIMAN","","","TRANSIT","",""
"823","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"824","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","","TRANSIT","TRANSIT","PENGIRIMAN","PENGIRIMAN","","","TRANSIT","",""
"825","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"826","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"827","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"828","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TIBA DILOKASI","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"829","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"830","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"831","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TIBA DILOKASI","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"832","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"833","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"834","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TIBA DILOKASI","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"835","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"836","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"837","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"838","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"839","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"840","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"841","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"842","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"843","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"844","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"845","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"846","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"847","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"848","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"849","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"850","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"851","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"852","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"853","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"854","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"855","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"856","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"857","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"858","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"859","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"860","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"861","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"862","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"863","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"864","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"865","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
"866","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","","",""
