"ai_id","Gerai Rak","Motor Bak Roda 3","Truk","AC","APAR","CCTV","Internet","Software Kasir","Kasir","Mebel","Pickup 4x4","Printer","Keranjang Belanja","Seragam KDKMP","Pallet","Brankas","Starlink"
"89","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","","",""
"90","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","","",""
"91","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","","",""
"92","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","","",""
"93","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","","",""
"94","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","","",""
"95","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","","",""
"96","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","","",""
"97","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","","",""
"98","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","","",""
"99","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","","",""
"100","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","","",""
"101","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","","",""
"102","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","","",""
"103","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","","",""
"104","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","","",""
"105","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","","",""
"106","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","","",""
"107","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","","",""
"108","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","","",""
"109","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","","",""
"110","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","","",""
"111","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"112","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"113","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"114","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"115","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"116","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"117","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"118","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"119","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"120","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"121","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"122","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"123","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"124","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"125","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"126","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"127","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"128","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"129","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"130","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"131","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"132","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"133","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"134","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"135","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"136","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"137","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"138","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"139","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"140","TERPASANG/TERKIRIM","TRANSIT","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"141","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"142","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"143","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"144","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"145","","","","","","","","","","","","","","","","",""
"146","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"147","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"148","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"149","","","","","","","","","","","","","","","","",""
"150","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"151","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TRANSIT","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"152","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"153","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"154","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"155","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"156","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"157","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"158","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"159","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","TRANSIT","","PENGIRIMAN","",""
"160","TERPASANG/TERKIRIM","TRANSIT","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TRANSIT","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","","","PENGIRIMAN","",""
"161","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","","","PENGIRIMAN","",""
"162","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","","","PENGIRIMAN","",""
"163","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","","","PENGIRIMAN","",""
"164","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","","","PENGIRIMAN","",""
"165","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","","","PENGIRIMAN","",""
"166","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TRANSIT","","","PENGIRIMAN","",""
